,Site,Pol_sp,Plant_sp,Links
358,crobirlee,B_terrestris,Rubus_fruticosus,0
359,crobirlee,D_platura,Rubus_fruticosus,1
360,crobirlee,L_sordidum,Rubus_fruticosus,0
361,crobirlee,M_novae_zelandiae,Rubus_fruticosus,0
362,crobirlee,P_marginata,Rubus_fruticosus,0
363,crobirlee,A_mellifera,Taraxacum_officinale,6
364,crobirlee,B_terrestris,Taraxacum_officinale,0
365,crobirlee,D_platura,Taraxacum_officinale,0
366,crobirlee,L_sordidum,Taraxacum_officinale,1
367,crobirlee,M_novae_zelandiae,Taraxacum_officinale,1
368,crobirlee,P_marginata,Taraxacum_officinale,0
369,crobirlee,A_mellifera,Trifolium_sp,12
370,crobirlee,B_terrestris,Trifolium_sp,0
371,crobirlee,D_platura,Trifolium_sp,4
372,crobirlee,L_sordidum,Trifolium_sp,0
373,crobirlee,M_novae_zelandiae,Trifolium_sp,0
374,crobirlee,P_marginata,Trifolium_sp,0
375,crocfrbir,A_mellifera,Alcea_sp,1
376,crocfrbir,L_sordidum,Alcea_sp,0
377,crocfrbir,A_mellifera,Cirsium_vulgare,1
378,crocfrbir,L_sordidum,Cirsium_vulgare,0
379,crocfrbir,A_mellifera,Lolium_sp,1
380,crocfrbir,L_sordidum,Lolium_sp,1
381,crocfrbir,A_mellifera,Raphanus_sp,0
382,crocfrbir,L_sordidum,Raphanus_sp,2
383,crocfrbir,A_mellifera,Taraxacum_officinale,0
384,crocfrbir,L_sordidum,Taraxacum_officinale,1
385,crocfrbou,B_terrestris,Cirsium_vulgare,1
386,crocfrbou,O_varia,Cirsium_vulgare,0
387,crocfrbou,B_terrestris,Eucalyptus_globulus,1
388,crocfrbou,O_varia,Eucalyptus_globulus,0
389,crocfrbou,B_terrestris,Lolium_sp,0
390,crocfrbou,O_varia,Lolium_sp,1
391,crocfrbou,B_terrestris,Rubus_fruticosus,1
392,crocfrbou,O_varia,Rubus_fruticosus,0
393,crocfrbou,B_terrestris,Taraxacum_officinale,1
394,crocfrbou,O_varia,Taraxacum_officinale,0
395,crocfrbou,B_terrestris,Trifolium_sp,1
396,crocfrbou,O_varia,Trifolium_sp,0
397,cromcctai,A_mellifera,Cirsium_vulgare,1
398,cromcctai,L_sordidum,Cirsium_vulgare,1
399,cromcctai,A_mellifera,Eucalyptus_globulus,2
400,cromcctai,L_sordidum,Eucalyptus_globulus,0
401,cromcctai,A_mellifera,Eucalyptus_nitens,1
402,cromcctai,L_sordidum,Eucalyptus_nitens,0
403,cromcctai,A_mellifera,Lolium_sp,3
404,cromcctai,L_sordidum,Lolium_sp,2
405,cromcctai,A_mellifera,Raphanus_sp,1
406,cromcctai,L_sordidum,Raphanus_sp,1
407,cromcctai,A_mellifera,Taraxacum_officinale,1
408,cromcctai,L_sordidum,Taraxacum_officinale,2
409,cromcctai,A_mellifera,Trifolium_sp,2
410,cromcctai,L_sordidum,Trifolium_sp,2
411,crostelee,A_mellifera,alnus_serrulate,0
412,crostelee,D_platura,alnus_serrulate,1
413,crostelee,L_sordidum,alnus_serrulate,0
414,crostelee,P_marginata,alnus_serrulate,0
415,crostelee,P_pseudorudis,alnus_serrulate,0
416,crostelee,A_mellifera,Cirsium_vulgare,0
417,crostelee,D_platura,Cirsium_vulgare,1
418,crostelee,L_sordidum,Cirsium_vulgare,0
419,crostelee,P_marginata,Cirsium_vulgare,0
420,crostelee,P_pseudorudis,Cirsium_vulgare,0
421,crostelee,A_mellifera,Daucus_carota,1
422,crostelee,D_platura,Daucus_carota,2
423,crostelee,L_sordidum,Daucus_carota,2
424,crostelee,P_marginata,Daucus_carota,1
425,crostelee,P_pseudorudis,Daucus_carota,1
426,crostelee,A_mellifera,Eucalyptus_nitens,3
427,crostelee,D_platura,Eucalyptus_nitens,0
428,crostelee,L_sordidum,Eucalyptus_nitens,1
429,crostelee,P_marginata,Eucalyptus_nitens,0
430,crostelee,P_pseudorudis,Eucalyptus_nitens,0
431,crostelee,A_mellifera,Lolium_sp,0
432,crostelee,D_platura,Lolium_sp,1
433,crostelee,L_sordidum,Lolium_sp,0
434,crostelee,P_marginata,Lolium_sp,0
435,crostelee,P_pseudorudis,Lolium_sp,0
436,crostelee,A_mellifera,Raphanus_sp,1
437,crostelee,D_platura,Raphanus_sp,1
438,crostelee,L_sordidum,Raphanus_sp,0
439,crostelee,P_marginata,Raphanus_sp,0
440,crostelee,P_pseudorudis,Raphanus_sp,0
441,crostelee,A_mellifera,Rubus_fruticosus,1
442,crostelee,D_platura,Rubus_fruticosus,0
443,crostelee,L_sordidum,Rubus_fruticosus,0
444,crostelee,P_marginata,Rubus_fruticosus,0
445,crostelee,P_pseudorudis,Rubus_fruticosus,0
446,crostelee,A_mellifera,Taraxacum_officinale,3
447,crostelee,D_platura,Taraxacum_officinale,1
448,crostelee,L_sordidum,Taraxacum_officinale,2
449,crostelee,P_marginata,Taraxacum_officinale,0
450,crostelee,P_pseudorudis,Taraxacum_officinale,0
451,crostelee,A_mellifera,Trifolium_sp,6
452,crostelee,D_platura,Trifolium_sp,0
453,crostelee,L_sordidum,Trifolium_sp,1
454,crostelee,P_marginata,Trifolium_sp,0
455,crostelee,P_pseudorudis,Trifolium_sp,0
456,crotodtai,A_mellifera,Cirsium_vulgare,1
457,crotodtai,D_platura,Cirsium_vulgare,1
458,crotodtai,L_sordidum,Cirsium_vulgare,1
459,crotodtai,A_mellifera,Cordyline_sp,0
460,crotodtai,D_platura,Cordyline_sp,1
461,crotodtai,L_sordidum,Cordyline_sp,0
462,crotodtai,A_mellifera,Eucalyptus_nitens,0
463,crotodtai,D_platura,Eucalyptus_nitens,1
464,crotodtai,L_sordidum,Eucalyptus_nitens,0
465,crotodtai,A_mellifera,Lolium_sp,1
466,crotodtai,D_platura,Lolium_sp,1
467,crotodtai,L_sordidum,Lolium_sp,0
468,crotodtai,A_mellifera,Raphanus_sp,0
469,crotodtai,D_platura,Raphanus_sp,1
470,crotodtai,L_sordidum,Raphanus_sp,0
471,daiburnam,A_mellifera,Cirsium_vulgare,0
472,daiburnam,P_marginata,Cirsium_vulgare,0
473,daiburnam,P_pseudorudis,Cirsium_vulgare,1
474,daiburnam,A_mellifera,Lolium_sp,0
475,daiburnam,P_marginata,Lolium_sp,1
476,daiburnam,P_pseudorudis,Lolium_sp,0
477,daiburnam,A_mellifera,Taraxacum_officinale,1
478,daiburnam,P_marginata,Taraxacum_officinale,0
479,daiburnam,P_pseudorudis,Taraxacum_officinale,0
480,daigidtai,A_mellifera,Cirsium_vulgare,0
481,daigidtai,D_platura,Cirsium_vulgare,0
482,daigidtai,L_sordidum,Cirsium_vulgare,0
483,daigidtai,O_atrovirens,Cirsium_vulgare,1
484,daigidtai,O_varia,Cirsium_vulgare,0
485,daigidtai,P_marginata,Cirsium_vulgare,0
486,daigidtai,P_pseudorudis,Cirsium_vulgare,0
487,daigidtai,T_orthodoxus,Cirsium_vulgare,0
488,daigidtai,A_mellifera,Cordyline_sp,2
489,daigidtai,D_platura,Cordyline_sp,0
490,daigidtai,L_sordidum,Cordyline_sp,0
491,daigidtai,O_atrovirens,Cordyline_sp,0
492,daigidtai,O_varia,Cordyline_sp,0
493,daigidtai,P_marginata,Cordyline_sp,0
494,daigidtai,P_pseudorudis,Cordyline_sp,0
495,daigidtai,T_orthodoxus,Cordyline_sp,0
496,daigidtai,A_mellifera,Eucalyptus_globulus,3
497,daigidtai,D_platura,Eucalyptus_globulus,0
498,daigidtai,L_sordidum,Eucalyptus_globulus,0
499,daigidtai,O_atrovirens,Eucalyptus_globulus,0
500,daigidtai,O_varia,Eucalyptus_globulus,0
501,daigidtai,P_marginata,Eucalyptus_globulus,0
502,daigidtai,P_pseudorudis,Eucalyptus_globulus,0
503,daigidtai,T_orthodoxus,Eucalyptus_globulus,0
504,daigidtai,A_mellifera,Lolium_sp,0
505,daigidtai,D_platura,Lolium_sp,1
506,daigidtai,L_sordidum,Lolium_sp,1
507,daigidtai,O_atrovirens,Lolium_sp,0
508,daigidtai,O_varia,Lolium_sp,1
509,daigidtai,P_marginata,Lolium_sp,1
510,daigidtai,P_pseudorudis,Lolium_sp,0
511,daigidtai,T_orthodoxus,Lolium_sp,2
512,daigidtai,A_mellifera,Raphanus_sp,0
513,daigidtai,D_platura,Raphanus_sp,0
514,daigidtai,L_sordidum,Raphanus_sp,0
515,daigidtai,O_atrovirens,Raphanus_sp,0
516,daigidtai,O_varia,Raphanus_sp,0
517,daigidtai,P_marginata,Raphanus_sp,0
518,daigidtai,P_pseudorudis,Raphanus_sp,1
519,daigidtai,T_orthodoxus,Raphanus_sp,0
520,daigidtai,A_mellifera,Rubus_fruticosus,1
521,daigidtai,D_platura,Rubus_fruticosus,0
522,daigidtai,L_sordidum,Rubus_fruticosus,0
523,daigidtai,O_atrovirens,Rubus_fruticosus,0
524,daigidtai,O_varia,Rubus_fruticosus,0
525,daigidtai,P_marginata,Rubus_fruticosus,0
526,daigidtai,P_pseudorudis,Rubus_fruticosus,0
527,daigidtai,T_orthodoxus,Rubus_fruticosus,0
528,daigidtai,A_mellifera,Taraxacum_officinale,1
529,daigidtai,D_platura,Taraxacum_officinale,0
530,daigidtai,L_sordidum,Taraxacum_officinale,4
531,daigidtai,O_atrovirens,Taraxacum_officinale,0
532,daigidtai,O_varia,Taraxacum_officinale,0
533,daigidtai,P_marginata,Taraxacum_officinale,0
534,daigidtai,P_pseudorudis,Taraxacum_officinale,0
535,daigidtai,T_orthodoxus,Taraxacum_officinale,1
536,daigidtai,A_mellifera,Trifolium_sp,0
537,daigidtai,D_platura,Trifolium_sp,0
538,daigidtai,L_sordidum,Trifolium_sp,0
539,daigidtai,O_atrovirens,Trifolium_sp,0
540,daigidtai,O_varia,Trifolium_sp,0
541,daigidtai,P_marginata,Trifolium_sp,1
542,daigidtai,P_pseudorudis,Trifolium_sp,0
543,daigidtai,T_orthodoxus,Trifolium_sp,0
544,daigrelin,D_platura,Eucalyptus_nitens,0
545,daigrelin,P_marginata,Eucalyptus_nitens,1
546,daigrelin,D_platura,Raphanus_sp,2
547,daigrelin,P_marginata,Raphanus_sp,0
548,daimusspr,A_mellifera,Eucalyptus_globulus,1
549,daimusspr,P_marginata,Eucalyptus_globulus,0
550,daimusspr,A_mellifera,Lolium_sp,1
551,daimusspr,P_marginata,Lolium_sp,1
552,daimusspr,A_mellifera,Raphanus_sp,1
553,daimusspr,P_marginata,Raphanus_sp,0
554,daimusspr,A_mellifera,Taraxacum_officinale,1
555,daimusspr,P_marginata,Taraxacum_officinale,0
556,daimusspr,A_mellifera,Trifolium_sp,1
557,daimusspr,P_marginata,Trifolium_sp,0
558,daiunispr,A_mellifera,Chenopodium_album,0
559,daiunispr,D_platura,Chenopodium_album,1
560,daiunispr,I_promissorius,Chenopodium_album,0
561,daiunispr,L_sordidum,Chenopodium_album,0
562,daiunispr,P_marginata,Chenopodium_album,0
563,daiunispr,A_mellifera,Cirsium_vulgare,0
564,daiunispr,D_platura,Cirsium_vulgare,0
565,daiunispr,I_promissorius,Cirsium_vulgare,0
566,daiunispr,L_sordidum,Cirsium_vulgare,1
567,daiunispr,P_marginata,Cirsium_vulgare,1
568,daiunispr,A_mellifera,Cordyline_sp,0
569,daiunispr,D_platura,Cordyline_sp,3
570,daiunispr,I_promissorius,Cordyline_sp,0
571,daiunispr,L_sordidum,Cordyline_sp,0
572,daiunispr,P_marginata,Cordyline_sp,0
573,daiunispr,A_mellifera,Eucalyptus_nitens,3
574,daiunispr,D_platura,Eucalyptus_nitens,0
575,daiunispr,I_promissorius,Eucalyptus_nitens,0
576,daiunispr,L_sordidum,Eucalyptus_nitens,0
577,daiunispr,P_marginata,Eucalyptus_nitens,0
578,daiunispr,A_mellifera,Lolium_sp,2
579,daiunispr,D_platura,Lolium_sp,2
580,daiunispr,I_promissorius,Lolium_sp,0
581,daiunispr,L_sordidum,Lolium_sp,1
582,daiunispr,P_marginata,Lolium_sp,1
583,daiunispr,A_mellifera,Raphanus_sp,2
584,daiunispr,D_platura,Raphanus_sp,2
585,daiunispr,I_promissorius,Raphanus_sp,0
586,daiunispr,L_sordidum,Raphanus_sp,0
587,daiunispr,P_marginata,Raphanus_sp,1
588,daiunispr,A_mellifera,Taraxacum_officinale,2
589,daiunispr,D_platura,Taraxacum_officinale,0
590,daiunispr,I_promissorius,Taraxacum_officinale,0
591,daiunispr,L_sordidum,Taraxacum_officinale,0
592,daiunispr,P_marginata,Taraxacum_officinale,1
593,daiunispr,A_mellifera,Trifolium_sp,2
594,daiunispr,D_platura,Trifolium_sp,1
595,daiunispr,I_promissorius,Trifolium_sp,1
596,daiunispr,L_sordidum,Trifolium_sp,0
597,daiunispr,P_marginata,Trifolium_sp,0
598,daiwarbro,A_mellifera,Alcea_sp,1
599,daiwarbro,P_marginata,Alcea_sp,0
600,daiwarbro,A_mellifera,Cordyline_sp,1
601,daiwarbro,P_marginata,Cordyline_sp,0
602,daiwarbro,A_mellifera,Eucalyptus_globulus,1
603,daiwarbro,P_marginata,Eucalyptus_globulus,0
604,daiwarbro,A_mellifera,Eucalyptus_nitens,4
605,daiwarbro,P_marginata,Eucalyptus_nitens,0
606,daiwarbro,A_mellifera,Rubus_fruticosus,1
607,daiwarbro,P_marginata,Rubus_fruticosus,0
608,daiwarbro,A_mellifera,Taraxacum_officinale,3
609,daiwarbro,P_marginata,Taraxacum_officinale,1
610,daiwarbro,A_mellifera,Trifolium_sp,2
611,daiwarbro,P_marginata,Trifolium_sp,0
612,gardonlad,A_mellifera,Cordyline_sp,0
613,gardonlad,C_stygia,Cordyline_sp,1
614,gardonlad,C_vicina,Cordyline_sp,0
615,gardonlad,D_platura,Cordyline_sp,0
616,gardonlad,E_tenax,Cordyline_sp,1
617,gardonlad,P_marginata,Cordyline_sp,0
618,gardonlad,A_mellifera,Eucalyptus_globulus,7
619,gardonlad,C_stygia,Eucalyptus_globulus,1
620,gardonlad,C_vicina,Eucalyptus_globulus,1
621,gardonlad,D_platura,Eucalyptus_globulus,1
622,gardonlad,E_tenax,Eucalyptus_globulus,1
623,gardonlad,P_marginata,Eucalyptus_globulus,1
624,gardonlad,A_mellifera,Eucalyptus_nitens,3
625,gardonlad,C_stygia,Eucalyptus_nitens,1
626,gardonlad,C_vicina,Eucalyptus_nitens,1
627,gardonlad,D_platura,Eucalyptus_nitens,0
628,gardonlad,E_tenax,Eucalyptus_nitens,1
629,gardonlad,P_marginata,Eucalyptus_nitens,0
630,gardonlad,A_mellifera,Rubus_fruticosus,1
631,gardonlad,C_stygia,Rubus_fruticosus,0
632,gardonlad,C_vicina,Rubus_fruticosus,0
633,gardonlad,D_platura,Rubus_fruticosus,0
634,gardonlad,E_tenax,Rubus_fruticosus,0
635,gardonlad,P_marginata,Rubus_fruticosus,0
636,gardonlad,A_mellifera,Trifolium_sp,6
637,gardonlad,C_stygia,Trifolium_sp,1
638,gardonlad,C_vicina,Trifolium_sp,1
639,gardonlad,D_platura,Trifolium_sp,1
640,gardonlad,E_tenax,Trifolium_sp,2
641,gardonlad,P_marginata,Trifolium_sp,1
642,garlanlin,A_mellifera,Alcea_sp,2
643,garlanlin,B_terrestris,Alcea_sp,0
644,garlanlin,C_vicina,Alcea_sp,0
645,garlanlin,D_platura,Alcea_sp,0
646,garlanlin,E_tenax,Alcea_sp,0
647,garlanlin,O_atrovirens,Alcea_sp,0
648,garlanlin,T_orthodoxus,Alcea_sp,0
649,garlanlin,A_mellifera,Cirsium_vulgare,2
650,garlanlin,B_terrestris,Cirsium_vulgare,0
651,garlanlin,C_vicina,Cirsium_vulgare,0
652,garlanlin,D_platura,Cirsium_vulgare,1
653,garlanlin,E_tenax,Cirsium_vulgare,3
654,garlanlin,O_atrovirens,Cirsium_vulgare,0
655,garlanlin,T_orthodoxus,Cirsium_vulgare,0
656,garlanlin,A_mellifera,Daucus_carota,1
657,garlanlin,B_terrestris,Daucus_carota,0
658,garlanlin,C_vicina,Daucus_carota,0
659,garlanlin,D_platura,Daucus_carota,0
660,garlanlin,E_tenax,Daucus_carota,0
661,garlanlin,O_atrovirens,Daucus_carota,0
662,garlanlin,T_orthodoxus,Daucus_carota,0
663,garlanlin,A_mellifera,Eucalyptus_globulus,1
664,garlanlin,B_terrestris,Eucalyptus_globulus,0
665,garlanlin,C_vicina,Eucalyptus_globulus,0
666,garlanlin,D_platura,Eucalyptus_globulus,0
667,garlanlin,E_tenax,Eucalyptus_globulus,0
668,garlanlin,O_atrovirens,Eucalyptus_globulus,0
669,garlanlin,T_orthodoxus,Eucalyptus_globulus,0
670,garlanlin,A_mellifera,Eucalyptus_nitens,1
671,garlanlin,B_terrestris,Eucalyptus_nitens,0
672,garlanlin,C_vicina,Eucalyptus_nitens,0
673,garlanlin,D_platura,Eucalyptus_nitens,0
674,garlanlin,E_tenax,Eucalyptus_nitens,0
675,garlanlin,O_atrovirens,Eucalyptus_nitens,0
676,garlanlin,T_orthodoxus,Eucalyptus_nitens,0
677,garlanlin,A_mellifera,Lolium_sp,1
678,garlanlin,B_terrestris,Lolium_sp,2
679,garlanlin,C_vicina,Lolium_sp,1
680,garlanlin,D_platura,Lolium_sp,0
681,garlanlin,E_tenax,Lolium_sp,1
682,garlanlin,O_atrovirens,Lolium_sp,0
683,garlanlin,T_orthodoxus,Lolium_sp,2
684,garlanlin,A_mellifera,Rubus_fruticosus,2
685,garlanlin,B_terrestris,Rubus_fruticosus,0
686,garlanlin,C_vicina,Rubus_fruticosus,0
687,garlanlin,D_platura,Rubus_fruticosus,0
688,garlanlin,E_tenax,Rubus_fruticosus,1
689,garlanlin,O_atrovirens,Rubus_fruticosus,0
690,garlanlin,T_orthodoxus,Rubus_fruticosus,0
691,garlanlin,A_mellifera,Taraxacum_officinale,0
692,garlanlin,B_terrestris,Taraxacum_officinale,2
693,garlanlin,C_vicina,Taraxacum_officinale,0
694,garlanlin,D_platura,Taraxacum_officinale,1
695,garlanlin,E_tenax,Taraxacum_officinale,2
696,garlanlin,O_atrovirens,Taraxacum_officinale,1
697,garlanlin,T_orthodoxus,Taraxacum_officinale,0
698,garlanlin,A_mellifera,Trifolium_sp,2
699,garlanlin,B_terrestris,Trifolium_sp,1
700,garlanlin,C_vicina,Trifolium_sp,1
701,garlanlin,D_platura,Trifolium_sp,0
702,garlanlin,E_tenax,Trifolium_sp,2
703,garlanlin,O_atrovirens,Trifolium_sp,0
704,garlanlin,T_orthodoxus,Trifolium_sp,1
705,garmottai,C_vicina,Cirsium_vulgare,0
706,garmottai,D_platura,Cirsium_vulgare,1
707,garmottai,C_vicina,Eucalyptus_globulus,0
708,garmottai,D_platura,Eucalyptus_globulus,1
709,garmottai,C_vicina,Rubus_fruticosus,0
710,garmottai,D_platura,Rubus_fruticosus,1
711,garmottai,C_vicina,Taraxacum_officinale,0
712,garmottai,D_platura,Taraxacum_officinale,1
713,garmottai,C_vicina,Trifolium_sp,1
714,garmottai,D_platura,Trifolium_sp,1
